x,y,z
29,11,17
12,15,16
19,14,16
10,15,23
19,6,12
10,7,19
3,6,9
16,2,18
18,15,12
18,7,8
3,9,14
22,11,7
25,0,15
29,4,14
21,7,6
12,19,22
18,10,19
21,6,10
12,11,18
14,16,8
21,17,19
3,10,15
21,9,15
12,8,12
10,8,19
22,3,8
23,18,12
24,14,10
4,14,9
22,14,17
2,14,16
14,17,9
21,18,20
14,9,5
21,10,16
21,2,12
8,17,12
6,17,19
23,11,9
18,3,15
24,15,11
12,4,14
14,10,6
21,3,13
7,14,11
2,6,17
5,14,18
8,10,9
16,20,12
6,10,16
14,12,15
30,10,14
9,15,5
23,14,19
8,3,6
4,10,16
6,3,13
14,13,16
16,5,5
8,14,15
14,5,12
16,13,9
16,16,14
14,16,21
8,13,19
7,15,11
25,15,13
7,7,7
23,15,20
5,7,14
23,7,16
25,7,9
16,6,6
16,17,15
7,18,22
16,9,11
14,9,18
26,12,11
8,6,16
25,8,10
14,8,22
8,9,21
12,15,6
27,11,14
10,15,13
23,11,22
10,7,9
19,13,10
10,18,18
22,13,7
29,6,14
1,9,11
8,10,22
23,0,12
16,12,21
16,4,17
12,19,12
18,10,9
9,3,7
10,19,19
12,11,8
10,11,15
18,2,5
21,17,9
25,3,16
25,11,20
27,3,15
27,6,20
19,9,12
16,13,22
10,8,9
16,5,18
28,8,11
26,8,18
17,1,16
9,4,8
3,12,14
22,14,7
21,18,10
3,4,10
18,14,15
21,10,6
25,4,17
27,7,21
25,7,22
28,11,16
12,3,9
19,2,9
29,7,14
12,14,18
22,17,18
10,6,21
2,9,13
3,13,15
18,3,5
3,5,11
28,4,13
21,16,22
10,3,15
12,15,19
18,6,16
6,10,6
12,7,15
14,20,9
10,7,22
14,12,5
21,13,16
18,9,21
21,5,12
19,5,19
22,13,20
23,14,9
8,16,15
14,13,6
14,5,2
18,10,22
21,6,13
18,2,18
7,17,11
14,16,11
5,17,18
8,13,9
21,9,18
5,9,14
8,5,5
23,15,10
6,5,12
4,5,13
6,16,21
16,19,15
23,18,15
14,19,22
9,18,5
14,11,18
7,18,12
7,10,8
5,10,15
8,6,6
16,8,5
8,17,15
14,8,12
5,13,20
8,9,11
27,13,14
21,1,19
4,9,19
25,10,9
23,10,16
9,14,7
23,2,12
7,14,14
16,20,15
16,12,11
14,12,18
16,4,7
14,4,14
25,11,10
23,3,13
8,12,21
25,14,15
8,4,17
16,15,22
23,14,22
10,10,9
27,6,10
9,6,8
10,21,18
16,5,8
10,13,14
27,9,21
8,13,22
19,12,13
8,5,18
25,7,12
18,13,9
12,14,8
10,14,15
25,6,16
18,16,14
29,10,15
25,9,21
21,16,12
16,8,18
19,16,19
10,3,5
12,15,9
18,6,6
3,15,14
12,7,5
26,3,14
18,17,15
18,9,11
19,13,13
25,10,22
19,5,9
22,13,10
25,2,18
27,2,17
12,17,18
29,6,17
10,9,21
2,12,13
3,8,11
16,4,20
1,8,18
19,8,20
18,10,12
18,2,8
3,11,16
25,3,19
12,18,19
21,9,8
12,10,15
10,10,22
2,13,14
12,2,11
18,12,21
6,16,11
24,16,13
22,16,20
14,19,12
3,12,17
14,11,8
21,12,19
3,4,13
21,4,15
23,17,9
12,3,12
18,13,22
5,13,10
12,14,21
18,5,18
4,9,9
19,1,16
19,4,21
8,20,16
18,6,19
7,13,8
14,4,4
21,5,15
5,5,11
12,6,22
7,16,13
5,16,20
8,12,11
6,12,18
8,4,7
16,15,12
6,4,14
14,15,19
16,7,8
8,16,18
7,6,5
23,13,16
9,17,7
7,17,14
27,9,11
5,9,17
8,5,8
4,5,16
14,7,14
20,11,6
16,19,18
23,6,13
14,11,21
26,13,12
27,10,12
25,9,11
23,9,18
16,8,8
19,16,9
27,13,17
19,15,13
26,14,13
8,8,18
26,6,9
25,10,12
16,11,19
16,3,15
23,2,15
12,17,8
10,17,15
12,9,4
10,9,11
27,5,18
19,8,10
21,19,12
1,11,13
8,12,24
12,18,9
19,11,15
12,10,5
10,10,12
16,7,21
18,20,15
10,2,8
18,12,11
26,1,15
18,4,7
3,14,17
10,13,17
22,16,10
25,5,18
29,9,17
21,12,9
19,12,16
21,4,5
28,10,13
26,10,20
18,13,12
26,2,16
18,5,8
25,6,19
19,1,6
18,16,17
12,13,15
12,5,11
10,5,18
12,16,20
2,11,15
3,15,17
14,14,8
3,7,13
21,15,19
21,7,15
12,6,12
28,5,19
12,17,21
18,8,18
23,16,12
12,9,17
4,12,9
18,0,14
2,12,16
14,15,9
22,12,17
18,11,23
21,8,16
21,0,12
14,18,14
8,15,12
6,15,19
28,6,20
8,18,17
18,1,15
12,2,14
14,7,4
18,12,24
5,8,11
18,4,20
24,16,16
5,11,16
24,15,20
4,15,19
16,18,12
23,17,12
23,9,8
8,19,18
14,10,15
8,11,14
6,11,21
30,8,14
27,12,11
5,12,17
7,4,6
8,8,8
5,4,13
4,8,16
16,11,9
19,18,8
16,3,5
20,14,6
16,14,14
14,14,21
14,6,17
7,5,7
23,12,18
9,16,9
8,14,24
7,16,16
23,4,14
25,16,18
19,11,5
14,3,11
27,8,13
16,15,15
7,15,20
16,7,11
25,13,12
23,13,19
23,5,15
10,20,15
10,12,11
10,4,7
19,3,6
21,14,8
19,14,15
19,6,11
16,10,21
10,5,8
16,2,17
18,15,11
12,16,10
10,16,17
18,19,18
21,15,9
19,15,16
21,7,5
29,4,13
19,7,12
16,11,22
16,3,18
26,5,16
10,11,24
18,8,8
12,9,7
3,10,14
22,12,7
25,1,15
28,9,16
18,11,13
21,8,6
29,5,14
10,8,18
12,20,22
2,14,15
14,17,8
21,18,19
6,18,14
19,2,18
18,4,10
26,1,18
12,12,17
10,12,24
12,4,13
22,15,17
10,4,20
14,10,5
21,11,16
6,11,11
21,3,12
19,3,19
21,14,21
6,10,15
12,5,14
18,7,20
14,14,11
14,6,7
21,7,18
23,12,8
6,3,12
14,13,15
8,14,14
23,16,15
14,16,20
7,15,10
5,15,17
7,7,6
23,15,19
5,7,13
30,6,15
16,6,5
8,15,15
8,7,11
16,17,14
14,17,21
16,9,10
8,18,20
14,9,17
7,8,7
25,8,9
5,8,14
27,11,13
19,14,5
5,11,19
23,11,21
16,18,15
4,7,18
16,10,11
14,10,18
16,2,7
14,2,14
23,8,15
9,12,6
8,10,21
19,15,6
25,12,15
27,12,14
7,4,9
27,4,10
12,19,11
10,19,18
12,11,7
10,11,14
1,10,11
23,1,12
8,3,18
16,13,21
10,8,8
1,13,16
16,5,17
12,20,12
17,1,15
9,4,7
23,4,17
26,8,17
25,4,16
21,18,9
26,11,22
18,14,14
29,7,13
27,7,20
19,10,12
25,7,21
19,2,8
16,6,18
12,12,7
18,3,4
3,13,14
10,12,14
12,4,3
10,4,10
16,9,23
21,11,6
22,15,7
28,12,16
22,18,12
25,8,22
19,3,9
28,4,12
18,18,20
21,14,11
12,15,18
19,14,18
19,6,14
10,7,21
3,6,11
18,15,14
19,13,22
18,7,10
22,13,19
3,9,16
2,10,12
14,13,5
18,10,21
21,6,12
12,11,20
18,2,17
6,6,7
14,16,10
21,17,21
28,5,12
21,9,17
23,15,9
12,8,14
10,8,21
23,18,14
24,14,12
4,14,11
22,14,19
2,14,18
14,17,11
14,9,7
21,10,18
5,10,14
8,6,5
21,2,14
8,17,14
5,13,19
8,9,10
4,9,18
18,3,17
23,11,11
14,2,4
30,9,15
9,14,6
7,14,13
5,14,20
8,10,11
16,20,14
6,10,18
14,12,17
14,4,13
6,13,23
9,15,7
23,3,12
25,14,14
23,14,21
8,3,8
4,10,18
16,13,11
14,13,18
16,5,7
14,5,14
16,16,16
14,16,23
8,13,21
25,15,15
8,5,17
7,7,9
25,7,11
27,7,10
23,7,18
16,6,8
10,14,14
16,9,13
27,10,21
26,12,13
8,6,18
26,4,9
25,8,12
19,16,18
10,3,4
18,18,10
12,15,8
10,15,15
12,7,4
10,7,11
18,17,14
19,13,12
10,18,20
25,10,21
19,5,8
22,13,9
27,2,16
29,6,16
1,9,13
16,12,23
16,4,19
1,8,17
12,19,14
18,10,11
9,3,9
12,11,10
18,2,7
10,11,17
25,3,18
21,17,11
25,11,22
12,18,18
21,9,7
27,3,17
19,9,14
10,10,21
12,8,4
16,5,20
28,8,13
26,8,20
3,12,16
22,14,9
25,4,19
3,4,12
18,14,17
21,10,8
28,11,18
29,7,16
12,3,11
18,13,21
12,14,20
6,9,7
22,17,20
19,1,15
18,3,7
2,9,15
3,13,17
3,5,13
19,4,20
10,3,17
5,14,10
12,15,21
18,6,18
12,7,17
14,20,11
14,12,7
21,13,18
14,4,3
18,9,23
21,5,14
19,5,21
6,12,17
23,14,11
8,16,17
14,13,8
14,5,4
18,10,24
21,6,15
16,16,6
7,17,13
14,16,13
5,17,20
8,13,11
21,9,20
5,9,16
8,5,7
23,15,12
6,5,14
4,5,15
23,7,8
20,11,5
16,19,17
23,18,17
9,18,7
14,11,20
7,18,14
27,10,11
5,10,17
8,6,8
16,8,7
8,17,17
14,8,14
5,13,22
8,9,13
19,16,8
20,12,6
27,13,16
26,14,12
10,18,10
25,10,11
23,10,18
9,14,9
23,2,14
16,20,17
16,12,13
14,12,20
16,4,9
14,4,16
26,7,9
25,11,12
23,3,15
8,12,23
12,18,8
25,14,17
27,6,12
12,10,4
10,10,11
16,7,20
10,2,7
10,21,20
10,13,16
22,16,9
29,9,16
21,12,8
1,12,13
8,13,24
19,12,15
8,5,20
28,10,12
18,13,11
12,14,10
18,5,7
10,14,17
25,6,18
19,1,5
26,2,15
18,16,16
29,10,17
25,9,23
21,16,14
16,8,20
19,16,21
10,3,7
26,3,16
18,6,8
3,15,16
12,7,7
3,7,12
18,17,17
21,13,8
18,9,13
21,5,4
12,6,11
19,5,11
22,13,12
12,17,20
29,6,19
12,9,16
10,9,23
2,12,15
14,15,8
22,12,16
3,8,13
21,8,15
14,18,13
18,2,10
3,11,18
12,18,21
12,10,17
4,13,9
10,10,24
2,13,16
12,2,13
18,1,14
2,5,12
6,16,13
14,7,3
4,16,14
18,12,23
14,19,14
18,4,19
24,16,15
14,11,10
21,12,21
21,4,17
23,17,11
8,19,17
12,3,14
6,11,20
5,13,12
14,8,4
18,5,20
18,13,24
21,1,11
4,9,11
19,1,18
5,12,16
8,8,7
4,8,15
8,20,18
23,10,8
14,14,20
7,5,6
5,5,13
9,16,8
7,16,15
5,16,22
8,12,13
14,3,10
6,12,20
8,4,9
16,15,14
6,4,16
14,15,21
16,7,10
8,16,20
25,13,11
7,6,7
23,13,18
9,17,9
23,5,14
7,17,16
9,9,5
27,9,13
19,12,5
5,9,19
8,5,10
4,5,18
14,7,16
16,19,20
23,6,15
14,11,23
26,13,14
25,9,13
23,9,20
16,8,10
10,16,16
19,15,15
26,14,15
8,8,20
19,7,11
25,10,14
26,6,11
16,11,21
25,2,10
16,3,17
12,17,10
10,17,17
12,9,6
10,9,13
28,9,15
29,5,13
21,8,5
27,5,20
19,8,12
21,19,14
1,11,15
19,11,17
12,18,11
12,10,7
12,2,3
18,20,17
10,2,10
18,12,13
26,1,17
18,4,9
22,16,12
25,5,20
29,9,19
21,12,11
21,4,7
10,12,23
28,10,15
26,10,22
6,11,10
18,13,14
19,3,18
18,5,10
25,6,21
26,2,18
18,16,19
12,13,17
12,5,13
10,5,20
2,8,12
18,15,23
12,16,22
2,11,17
14,14,10
21,15,21
3,7,15
14,6,6
21,7,17
12,6,14
5,16,12
12,17,23
18,8,20
23,16,14
12,9,19
4,12,11
18,0,16
14,15,11
22,12,19
21,8,18
30,6,14
21,0,14
14,18,16
23,13,8
8,15,14
6,15,21
8,7,10
8,18,19
7,8,6
14,7,6
5,8,13
5,11,18
16,18,14
16,10,10
8,19,20
14,10,17
23,9,10
8,11,16
14,2,13
6,11,23
9,12,5
27,12,13
19,15,5
25,12,14
5,12,19
7,4,8
8,8,10
5,4,15
4,8,18
16,11,11
19,18,10
16,3,7
16,14,16
14,14,23
9,13,6
14,6,19
23,1,11
8,3,17
7,5,9
23,12,20
27,5,10
1,13,15
23,4,16
12,20,11
27,8,15
0,9,14
14,3,13
19,11,7
7,15,22
16,7,13
25,13,14
25,5,10
16,6,17
23,5,17
1,6,12
10,20,17
12,12,6
10,12,13
16,9,22
10,4,9
26,12,22
29,8,13
22,18,11
25,8,21
19,3,8
18,18,19
21,14,10
29,11,18
19,14,17
19,6,13
0,10,14
12,13,7
12,5,3
16,10,23
10,5,10
18,15,13
12,16,12
18,7,9
10,16,19
25,0,16
18,19,20
21,15,11
19,15,18
21,7,7
29,4,15
19,7,14
12,19,23
16,3,20
28,5,11
26,5,18
6,6,6
18,8,10
3,10,16
25,1,17
28,9,18
18,11,15
12,8,13
10,8,20
6,15,11
4,14,10
6,7,7
2,14,17
14,17,10
21,18,21
14,9,6
6,18,16
21,10,17
22,14,18
12,12,19
18,3,16
22,15,19
12,4,15
23,11,10
24,15,12
14,10,7
21,11,18
14,2,3
21,3,14
19,3,21
21,14,23
6,10,17
18,7,22
30,10,15
9,15,6
16,14,6
14,6,9
8,3,7
4,10,17
6,3,14
14,13,17
23,12,10
8,14,16
14,5,13
6,14,23
20,9,5
14,16,22
7,15,12
5,15,19
7,7,8
23,15,21
5,7,15
23,7,17
30,6,17
16,6,7
8,7,13
16,17,16
14,17,23
16,9,12
14,9,19
26,12,12
7,8,9
25,8,11
18,18,9
27,11,15
19,14,7
10,15,14
20,10,5
23,11,23
16,10,13
10,18,19
16,2,9
14,2,16
23,8,17
1,9,12
8,10,23
23,0,13
25,12,17
27,4,12
12,19,13
9,3,8
10,19,20
12,11,9
10,11,16
27,3,16
21,17,10
1,10,13
19,9,13
18,11,5
27,6,21
12,8,3
16,13,23
10,8,10
16,5,19
28,8,12
12,20,14
26,8,19
9,4,9
22,14,8
25,4,18
21,18,11
28,11,17
18,14,16
21,10,7
29,7,15
19,10,14
19,2,10
16,6,20
12,12,9
18,3,6
3,13,16
12,4,5
22,15,9
3,5,12
10,4,12
21,11,8
28,12,18
28,4,14
22,18,14
29,8,16
19,3,11
10,3,16
18,18,22
21,14,13
12,15,20
6,10,7
12,7,16
14,20,10
19,6,16
21,13,17
3,6,13
19,5,20
18,7,12
3,9,18
2,10,14
5,18,15
14,13,7
14,5,3
18,10,23
12,11,22
21,6,14
14,16,12
21,9,19
23,15,11
12,8,16
23,7,7
6,16,22
23,18,16
24,14,14
4,14,13
7,18,13
14,17,13
14,9,9
21,10,20
5,10,16
8,6,7
21,2,16
8,17,16
5,13,21
8,9,12
20,12,5
4,9,20
18,3,19
23,11,13
10,18,9
30,9,17
9,14,8
23,8,7
7,14,15
5,14,22
8,10,13
16,20,16
6,10,20
16,12,12
14,12,19
14,4,15
10,19,10
25,11,11
7,3,5
10,11,6
9,15,9
23,3,14
25,14,16
27,6,11
4,10,20
16,13,13
14,13,20
16,5,9
14,5,16
26,8,9
16,16,18
8,13,23
18,14,6
25,15,17
8,5,19
27,7,12
25,7,13
23,7,20
12,14,9
10,14,16
29,10,16
8,6,20
26,4,11
21,16,13
16,8,19
19,16,20
10,3,6
12,15,10
18,6,7
10,15,17
12,7,6
26,3,15
10,7,13
18,17,16
21,13,7
18,9,12
10,18,22
19,13,14
19,5,10
22,13,11
25,10,23
27,2,18
29,6,18
18,10,13
12,11,12
18,2,9
25,3,20
27,3,19
21,17,13
12,18,20
21,9,9
12,10,16
19,9,16
10,10,23
2,13,15
2,5,11
6,16,12
28,8,15
14,19,13
3,12,18
21,12,20
28,11,20
3,4,14
22,6,7
21,2,6
12,3,13
14,8,3
5,13,11
12,14,22
18,5,19
18,13,23
4,9,10
19,1,17
2,9,17
3,5,15
8,20,17
7,14,5
10,3,19
5,14,12
18,6,20
12,7,19
14,20,13
14,12,9
21,13,20
14,4,5
21,5,16
5,16,21
8,12,12
6,12,19
23,14,13
6,4,15
14,15,20
8,16,19
7,6,6
14,5,6
9,17,8
16,16,8
7,17,15
8,13,13
5,9,18
8,5,9
6,5,16
4,5,17
23,7,10
14,7,15
20,11,7
16,19,19
9,18,9
14,11,22
7,18,16
9,10,5
23,6,14
27,10,13
30,5,14
5,10,19
8,6,10
23,9,19
16,8,9
19,16,10
14,8,16
27,13,18
8,9,15
26,14,14
8,8,19
26,6,10
10,18,12
25,10,13
23,10,20
23,2,16
10,17,16
16,12,15
16,4,11
14,4,18
26,7,11
25,11,14
25,3,10
1,11,14
23,3,17
12,18,10
25,14,19
27,6,14
12,10,6
10,10,13
16,7,22
18,20,16
10,2,9
10,13,18
22,16,11
22,8,7
29,9,18
21,12,10
1,12,15
19,12,17
21,4,6
0,8,14
12,3,3
28,10,14
26,10,21
18,13,13
12,14,12
18,5,9
10,14,19
22,17,12
19,1,7
25,6,20
18,16,18
26,2,17
21,16,16
16,8,22
10,3,9
28,3,11
26,3,18
18,6,10
3,15,18
3,7,14
18,17,19
21,13,10
22,9,7
18,9,15
21,5,6
12,6,13
5,16,11
12,17,22
6,12,9
12,9,18
4,12,10
22,12,18
2,12,17
14,15,10
8,16,9
3,8,15
21,8,17
21,0,13
14,18,15
3,11,20
12,18,23
5,9,8
12,10,19
4,13,11
6,5,6
2,13,18
12,2,15
18,1,16
2,5,14
14,7,5
24,16,17
4,16,16
30,7,14
14,19,16
14,11,12
21,12,23
21,4,19
23,17,13
23,9,9
8,19,19
8,11,15
6,11,22
14,8,6
18,5,22
21,1,13
30,8,15
5,12,18
8,8,9
5,4,14
4,8,17
8,20,20
16,11,10
23,10,10
20,14,7
16,14,15
14,14,22
9,13,5
14,6,18
7,5,8
5,5,15
7,16,17
27,8,14
8,12,15
14,3,12
19,11,6
8,4,11
16,15,16
26,7,17
14,15,23
16,7,12
25,13,13
7,6,9
10,13,8
23,13,20
23,5,16
25,5,9
9,9,7
27,9,15
19,12,7
20,8,5
14,7,18
25,6,10
23,6,17
26,13,16
18,16,8
12,13,6
25,9,15
16,10,22
23,9,22
10,5,9
12,16,11
10,16,18
18,19,19
21,15,10
19,15,17
1,7,11
8,8,22
18,9,5
19,7,13
26,6,13
12,6,3
16,11,23
25,2,12
16,3,19
12,17,12
18,8,9
10,17,19
12,9,8
26,5,17
10,9,15
22,12,8
25,1,16
28,9,17
18,11,14
21,8,7
29,5,15
19,8,14
16,10,24
21,19,16
19,11,19
6,7,6
12,10,9
6,18,15
12,2,5
18,20,19
18,12,15
18,4,11
22,16,14
21,12,13
12,12,18
21,4,9
22,15,18
21,11,17
28,10,17
6,11,12
19,3,20
18,5,12
21,14,22
12,13,19
6,8,6
12,5,15
10,5,22
2,8,14
12,16,24
18,7,21
16,14,5
14,14,12
3,7,17
14,6,8
21,7,19
23,12,9
12,6,16
6,14,22
5,16,14
23,16,16
18,8,22
12,9,21
16,15,6
5,15,18
21,8,20
30,6,16
21,0,16
14,18,18
23,13,10
8,15,16
6,15,23
8,7,12
14,17,22
8,18,21
7,8,8
5,8,15
19,14,6
5,11,20
16,18,16
4,7,19
16,10,12
14,10,19
16,2,8
8,11,18
14,2,15
10,16,8
23,8,16
9,12,7
27,12,15
19,15,7
25,12,16
5,12,21
7,4,10
8,8,12
27,4,11
4,8,20
16,11,13
16,3,9
16,14,18
10,9,5
1,10,12
14,6,21
23,1,13
27,5,12
23,12,22
1,13,17
23,4,18
12,20,13
27,8,17
19,11,9
19,10,13
18,12,5
25,13,16
26,1,9
3,14,11
25,5,12
16,6,19
1,6,14
10,20,19
12,12,8
10,12,15
12,4,4
22,15,8
10,4,11
28,12,17
21,11,7
29,8,15
22,18,13
25,8,23
19,3,10
18,18,21
21,14,12
19,14,19
19,6,15
12,13,9
12,5,5
3,6,12
10,5,12
18,15,15
12,16,14
18,7,11
3,9,17
21,15,13
21,7,9
19,7,16
2,10,13
5,18,14
28,5,13
12,11,21
18,8,12
3,10,18
28,9,20
18,11,17
12,8,15
10,8,22
6,15,13
24,14,13
4,14,12
22,14,20
14,17,12
8,18,11
14,9,8
6,18,18
21,10,19
21,2,15
5,11,10
12,12,21
18,3,18
23,11,12
12,4,17
24,15,14
2,7,16
14,10,9
21,11,20
14,2,5
21,3,16
30,9,16
5,14,21
8,10,12
6,10,19
10,19,9
30,10,17
9,15,8
16,14,8
8,3,9
4,10,19
6,3,16
14,13,19
16,13,12
8,14,18
14,5,15
23,12,12
23,4,8
16,16,17
14,16,24
7,15,14
25,15,16
5,15,21
27,7,11
5,7,17
23,7,19
16,6,9
16,17,18
16,9,14
14,9,21
26,12,14
8,6,19
26,4,10
25,8,13
18,18,11
27,11,17
19,14,9
10,15,16
19,6,5
10,7,12
16,10,15
10,18,21
16,2,11
23,8,19
1,9,14
23,0,15
16,12,24
12,19,15
10,19,22
12,11,11
25,11,23
10,11,18
27,3,18
21,17,12
19,9,15
12,8,5
10,8,12
16,5,21
28,8,14
26,8,21
22,14,10
25,4,20
21,18,13
28,11,19
18,14,18
21,10,9
29,7,17
19,10,16
21,2,5
19,2,12
16,6,22
18,3,8
2,9,16
3,13,18
12,4,7
3,5,14
22,7,7
28,12,20
28,4,16
21,3,6
10,3,18
5,14,11
12,15,22
6,10,9
12,7,18
14,20,12
14,12,8
21,13,19
3,6,15
3,9,20
23,14,12
4,10,9
2,10,16
5,18,17
14,13,9
14,5,5
21,6,16
12,11,24
16,16,7
14,16,14
8,13,12
21,9,21
23,15,13
6,5,15
5,7,7
23,7,9
23,18,18
24,14,16
9,18,8
16,17,8
7,18,15
16,9,4
14,9,11
5,10,18
8,6,9
21,2,18
8,17,18
14,8,15
8,9,14
20,12,7
23,11,15
10,18,11
23,10,19
7,14,17
8,10,15
16,20,18
16,12,14
14,12,21
16,4,10
14,4,17
26,7,10
10,19,12
25,11,13
7,3,7
10,11,8
25,3,9
23,3,16
19,17,9
25,14,18
27,6,13
19,9,5
5,6,19
16,13,15
16,5,11
14,5,18
26,8,11
16,16,20
25,4,10
1,12,14
18,14,8
9,7,6
25,15,19
19,10,6
25,7,15
27,7,14
23,7,22
12,14,11
10,14,18
22,17,11
29,10,18
21,16,15
16,8,21
19,16,22
10,3,8
12,15,12
18,6,9
10,15,19
12,7,8
26,3,17
10,7,15
18,17,18
21,13,9
18,9,14
19,13,16
21,5,5
19,5,12
22,13,13
3,8,14
22,10,7
18,10,15
21,6,6
18,2,11
3,11,19
21,17,15
12,18,22
21,9,11
5,9,7
12,10,18
4,13,10
19,9,18
2,13,17
2,5,13
6,16,14
28,8,17
4,16,15
14,19,15
3,12,20
14,11,11
21,12,22
21,4,18
5,10,8
12,3,15
14,8,5
5,13,13
6,17,15
12,14,24
18,5,21
21,1,12
4,9,12
23,10,9
8,20,19
7,14,7
18,6,22
14,20,15
16,12,4
14,12,11
21,13,22
14,4,7
21,5,18
5,5,14
8,12,14
6,12,21
8,4,10
23,14,15
14,15,22
8,16,21
7,6,8
10,13,7
7,17,17
9,9,6
27,9,14
8,13,15
19,12,6
5,9,20
8,5,11
4,5,19
14,7,17
16,19,21
10,14,8
25,6,9
23,6,16
14,11,24
18,16,7
9,10,7
26,13,15
27,10,15
25,9,14
23,9,21
16,8,11
19,16,12
14,8,18
10,7,5
26,14,16
8,8,21
18,9,4
19,13,6
25,10,15
23,10,22
25,2,11
26,6,12
23,2,18
12,17,11
10,17,18
10,9,14
16,4,13
1,8,11
19,8,13
18,10,5
26,7,13
21,19,15
27,5,21
25,3,12
1,11,16
19,11,18
12,18,12
12,10,8
10,10,15
12,2,4
18,20,18
10,2,11
18,12,14
26,9,22
10,13,20
22,16,13
25,5,21
21,12,12
19,12,19
21,4,8
12,3,5
28,10,16
18,13,15
12,14,14
18,5,11
22,17,14
25,6,22
19,1,9
18,16,20
12,13,18
10,5,21
2,8,13
21,16,18
12,16,23
28,3,13
18,6,12
2,11,18
21,15,22
3,7,16
18,9,17
21,5,8
12,6,15
5,16,13
18,8,21
6,12,11
12,9,20
6,4,7
14,15,12
22,12,20
8,16,11
3,8,17
21,8,19
21,0,15
14,18,17
23,13,9
6,15,22
5,17,14
5,9,10
12,10,21
12,2,17
4,5,9
2,5,16
14,7,7
24,16,19
4,16,18
16,19,11
14,19,18
14,11,14
23,17,15
23,9,11
8,19,21
8,11,17
14,8,8
30,8,17
21,1,15
5,12,20
8,8,11
5,4,16
4,8,19
16,11,12
23,10,12
16,3,8
20,6,5
16,14,17
14,14,24
9,13,7
14,6,20
27,5,11
7,5,10
23,12,21
5,5,17
7,16,19
27,8,16
8,12,17
14,3,14
19,11,8
8,4,13
16,15,18
10,10,5
16,7,14
25,13,15
23,13,22
10,13,10
25,5,11
23,5,18
1,6,13
9,9,9
10,20,18
19,12,9
27,9,17
14,7,20
26,2,9
25,6,12
23,6,19
26,13,18
18,16,10
12,13,8
25,9,17
12,5,4
